Station number;Catchment area;Station level;Mean GDF;Maximum GDF;Base flow index;QMED;Maximum altitude;Woodland;Arable/horticultural;Grassland;Mountain/heath/bog;Urban extent;ASPBAR (°);BFIHOST (%);DPSBAR (m/km);LDP (km);PROPWET;URBCON1990;URBCON2000;URBEXT1990;URBEXT2000;URBLOC1990;URBLOC2000
39088;105;47;0.55;2.3;0.95;1.1;270;0.18;0.35;0.33;;0.12;130;0.69;59;28;0.3;0.58;0.83;0.032;0.056;0.92;0.86
39089;48;87;0.15;0.9;0.93;0.61;240;0.25;0.44;0.22;;0.084;120;0.7;64;15;0.3;0.57;0.81;0.022;0.033;0.54;0.54
39090;140;73;1.2;38;0.52;14;280;0.072;0.42;0.36;;0.13;4;0.53;29;31;0.31;0.73;0.86;0.057;0.066;1.3;1.3
39091;66;84;0.12;0.73;0.81;;250;0.22;0.42;0.24;;0.11;120;0.72;65;20;0.3;0.55;0.8;0.031;0.05;0.57;0.62
39092;25;46;0.2;6.1;0.3;;150;0.096;0.072;0.32;;0.51;140;0.18;49;12;0.29;0.84;0.93;0.25;0.34;0.84;0.82
39093;118;25;0.96;22;0.24;25;150;0.091;0.04;0.18;0.0005;0.68;170;0.2;38;19;0.29;0.88;0.94;0.37;0.48;0.88;0.88
39094;81;7.4;0.5;12;0.33;;120;0.045;0.059;0.23;0.0011;0.65;180;0.42;11;33;0.29;0.85;0.92;0.32;0.49;1;0.99
39095;34;13;0.14;3.5;0.45;;130;0.15;0.013;0.16;0.0008;0.67;300;0.61;37;18;0.27;0.86;0.91;0.37;0.48;0.88;0.91
39096;22;29;0.13;5.8;0.24;12;130;0.058;0.015;0.14;;0.78;140;0.17;26;9.8;0.29;0.91;0.95;0.43;0.51;0.98;0.99
39097;997;70;9.1;73;0.71;;330;0.11;0.43;0.37;;0.076;130;0.66;37;60;0.31;0.69;0.83;0.029;0.033;0.95;0.96
39098;33;31;0.2;8.2;0.21;;140;0.19;0.036;0.27;0.0003;0.5;180;0.17;36;18;0.29;0.77;0.89;0.21;0.3;1;0.99
39099;45;95;0.59;9.6;0.76;;250;0.11;0.52;0.34;;0.029;150;0.81;38;19;0.33;0.28;;0.0056;0.0035;0.41;
39100;53;88;0.31;8.7;0.36;;150;0.086;0.48;0.4;;0.027;130;0.58;17;12;0.34;0.45;;0.0054;0.0035;0.85;
39101;53;110;0.24;2.1;0.96;;280;0.11;0.47;0.34;;0.026;120;0.95;89;16;0.32;0.55;0.66;0.0099;0.0056;0.89;0.77
39102;95;35;0.26;2.3;0.9;;250;0.21;0.34;0.28;;0.16;120;0.72;61;35;0.29;0.58;0.84;0.041;0.073;0.72;0.7
39103;548;70;5.1;27;0.93;;290;0.14;0.49;0.29;0.0006;0.034;100;0.85;57;65;0.31;0.58;0.74;0.012;0.01;0.86;0.68
39104;470;10;5.5;90;0.51;;260;0.26;0.18;0.32;0.0007;0.23;350;0.52;47;78;0.35;0.66;0.86;0.056;0.11;0.96;0.96
39105;534;50;3.8;68;0.55;;270;0.097;0.36;0.45;0;0.083;300;0.49;34;62;0.31;0.63;0.82;0.021;0.036;1.1;1.2
39106;371;28;3.9;90;0.55;;260;0.26;0.19;0.33;0.0006;0.2;340;0.51;50;50;0.36;0.68;0.85;0.051;0.1;1.1;1.1
39107;34;29;0.048;0.25;0.93;;180;0.11;0.033;0.23;;0.62;320;0.88;40;7.6;0.31;0.63;0.88;0.2;0.37;0.98;1
39108;59;120;0.68;4.4;0.89;;300;0.24;0.33;0.39;;0.035;160;0.86;99;19;0.33;;;0.004;0.0046;;
39109;82;120;0.55;4.7;0.91;;330;0.18;0.37;0.41;;0.03;140;0.87;85;27;0.33;0.44;0.5;0.0096;0.0061;1.1;1
39110;130;84;2.2;11;0.93;;330;0.15;0.42;0.39;;0.03;150;0.85;71;45;0.33;0.41;0.5;0.01;0.0063;0.98;0.96
39111;8120;10;56;400;0.67;;330;0.14;0.39;0.33;0.0018;0.12;120;0.65;41;240;0.3;0.68;0.84;0.039;0.056;0.75;0.7
39112;3;110;0.034;0.25;0.92;;240;0.11;0.3;0.48;;0.019;40;0.97;130;3.8;0.32;0.61;;0.017;0.0036;0.23;
39113;1;110;0.012;0.079;0.8;;220;0.067;0.075;0.82;;;340;0.97;79;2.2;0.32;0.049;;0.004;0.0007;0.055;
39114;90;74;0.22;2.1;0.95;;240;0.072;0.57;0.28;0.009;0.02;130;0.87;56;24;0.32;;;0.003;0.0049;;
39115;109;64;0.23;2.4;0.88;;240;0.12;0.51;0.28;0.0074;0.033;120;0.81;56;28;0.32;;0.68;0.0037;0.0078;;0.64
39116;3;43;0.071;3.9;0.6;;100;0.25;0.37;0.32;;0.051;280;0.41;46;3.1;0.29;;;0.0017;0.0017;;
39117;930;12;2;12;0.85;;200;0.24;0.18;0.33;0;0.22;140;0.6;36;49;0.29;0.63;0.82;0.053;0.092;1;1
39118;45;100;0.071;0.65;0.94;;220;0.17;0.54;0.23;;0.046;26;0.95;56;16;0.35;0.54;0.71;0.0061;0.014;0.21;0.54
39119;46;99;0.11;0.73;0.85;;220;0.16;0.53;0.23;0.0003;0.071;5;0.95;56;17;0.35;0.66;0.81;0.015;0.03;0.2;0.36
39120;88;100;0.085;1.6;0.43;;250;0.15;0.48;0.31;0.0004;0.048;9;0.93;52;22;0.35;;0.69;0.0044;0.017;;1.1
39121;9292;8.9;58;450;0.64;;330;0.16;0.37;0.32;0.0048;0.13;110;0.66;42;260;0.3;0.67;0.84;0.039;0.059;0.77;0.7
39122;110;35;1.1;40;0.39;;260;0.29;0.22;0.37;0.0021;0.11;250;0.47;55;30;0.36;0.49;0.75;0.016;0.035;0.81;0.8
39123;36;67;0.51;12;0.69;;190;0.23;0.11;0.16;0.058;0.42;350;0.65;34;14;0.35;0.71;0.87;0.13;0.23;0.92;0.89
39125;63;92;0.077;1.3;0.92;;240;0.099;0.56;0.25;;0.089;130;0.65;44;17;0.3;0.61;0.82;0.028;0.035;0.89;0.89
39126;19;92;0.041;0.81;0.6;;170;0.072;0.64;0.13;;0.15;100;0.64;30;9.4;0.3;0.79;0.9;0.077;0.091;0.91;0.93
39127;47;100;0.13;0.71;0.96;;250;0.23;0.45;0.23;;0.081;110;0.72;65;15;0.31;0.52;0.76;0.018;0.033;0.66;0.7
39128;90;11;0.85;9.9;0.67;;130;0.34;0.054;0.22;0.097;0.29;100;0.57;28;25;0.3;0.71;0.87;0.071;0.15;0.87;0.91
39129;1609;60;15;74;0.67;;330;0.11;0.46;0.35;0;0.066;130;0.69;39;94;0.32;0.67;0.82;0.024;0.027;0.97;0.99
39130;4634;30;38;300;0.66;;330;0.11;0.45;0.36;0.0002;0.073;130;0.64;38;180;0.31;0.67;0.81;0.025;0.03;0.97;0.94
39131;146;16;1.2;26;0.29;;150;0.077;0.032;0.17;0.0006;0.71;180;0.21;35;27;0.29;0.9;0.94;0.41;0.53;0.9;0.91
39134;10;48;0.045;1.4;0.37;4.9;150;0.13;0.051;0.13;0.0007;0.69;290;0.69;25;7.3;0.27;0.86;0.92;0.35;0.48;0.75;0.82
39135;15;36;0.06;1.4;0.46;;130;0.24;0.025;0.15;;0.58;350;0.71;43;13;0.27;0.8;0.88;0.28;0.37;0.98;1
39137;21;32;0.14;5;0.3;;110;0.038;0.027;0.2;;0.73;190;0.17;16;14;0.29;0.9;0.95;0.38;0.51;1.1;1.1
39138;752;32;6.5;61;0.7;;230;0.19;0.24;0.28;0.016;0.26;6;0.58;29;54;0.31;0.68;0.86;0.065;0.12;1;1
39140;290;50;2.1;21;0.43;;200;0.11;0.43;0.4;0;0.053;170;0.49;18;34;0.32;0.64;0.79;0.013;0.021;0.92;0.91
39141;690;30;6.3;92;0.67;;290;0.3;0.26;0.28;0.018;0.13;330;0.76;62;74;0.35;0.55;0.78;0.022;0.048;0.88;0.93
39142;66;130;0.74;4.1;0.94;;300;0.17;0.45;0.35;;0.028;120;0.88;83;23;0.33;0.43;0.26;0.0079;0.0049;0.88;0.22
39143;91;120;0.96;5.4;0.83;;320;0.15;0.4;0.4;0.0001;0.036;130;0.78;64;23;0.33;0.51;0.72;0.0068;0.0056;0.46;0.37
39144;88;91;0.69;11;0.75;;230;0.11;0.5;0.32;;0.051;120;0.73;63;21;0.3;0.64;0.68;0.019;0.017;0.76;0.8
39145;10;33;0.053;1.6;0.23;;120;0.036;0.0076;0.17;;0.79;250;0.17;23;6;0.29;0.9;0.94;0.43;0.55;1.1;1.1
39146;2;60;0.11;0.41;0.96;;160;;0.53;0.4;;0.072;36;0.95;48;3;0.32;0.51;0.58;0.049;0.043;0.67;0.69
39147;10;120;0.082;0.32;0.96;;270;0.39;0.29;0.2;;0.11;310;0.84;98;5.2;0.32;0.69;0.8;0.03;0.044;0.25;0.25
40001;27;62;0.17;6.2;0.43;;190;0.37;0.23;0.28;;0.08;37;0.43;83;11;0.36;0.55;0.79;0.015;0.03;1.4;1.4
40002;10;21;0.02;6.6;0.41;;190;0.49;0.059;0.35;;0.034;100;0.42;92;7.3;0.34;0.43;;0.0051;0.0012;1.2;
40003;1256;7;11;330;0.41;130;270;0.23;0.28;0.37;0.0015;0.11;80;0.44;54;67;0.35;0.61;0.8;0.019;0.034;0.96;1
40004;206;2.1;2.3;76;0.32;39;200;0.34;0.13;0.46;;0.053;110;0.39;93;33;0.35;0.51;0.68;0.0078;0.011;0.98;1.1
40005;277;12;2.1;79;0.23;38;160;0.15;0.41;0.36;0.0003;0.077;280;0.35;27;37;0.34;0.53;0.72;0.0062;0.015;0.89;0.99
40006;50;24;0.33;8.8;0.6;;230;0.26;0.3;0.32;0.0002;0.11;150;0.63;65;17;0.36;0.55;0.77;0.023;0.036;1.1;1.2
40007;255;31;2.9;76;0.46;49;240;0.35;0.16;0.32;0.0064;0.14;32;0.44;83;30;0.35;0.6;0.83;0.02;0.04;1.2;1.2
40008;230;29;2.3;29;0.57;21;200;0.11;0.47;0.29;;0.11;210;0.66;39;35;0.34;0.67;0.8;0.031;0.045;0.71;0.8
40009;136;25;1.4;57;0.46;26;200;0.33;0.19;0.37;0.0003;0.075;50;0.44;78;23;0.36;;0.75;0.0049;0.012;;1.3
40010;224;28;1.8;60;0.34;28;270;0.22;0.26;0.41;0.0001;0.099;140;0.42;47;36;0.35;0.56;0.8;0.016;0.033;1.2;1.2
40011;345;13;3.2;31;0.7;21;200;0.15;0.47;0.28;;0.083;190;0.71;51;50;0.34;0.63;0.79;0.023;0.032;1;1.1
40012;191;11;0.64;12;0.72;2.8;250;0.23;0.28;0.3;0.0003;0.17;14;0.83;71;35;0.29;0.66;0.81;0.042;0.066;0.82;0.91
40013;101;60;0.69;24;0.56;11;250;0.28;0.22;0.28;0.0001;0.2;31;0.8;71;16;0.36;0.61;0.83;0.041;0.074;0.63;0.65
40014;38;4.1;0.021;1.9;0.52;;140;0.088;0.67;0.21;;0.037;24;0.81;35;17;0.34;0.51;0.58;0.019;0.014;0.72;0.74
40015;32;7.6;0.056;2.8;0.52;;170;0.15;0.48;0.31;;0.055;350;0.65;52;13;0.32;0.43;0.67;0.01;0.018;0.73;0.76
40016;120;6.3;0.5;13;0.73;7.6;250;0.18;0.18;0.24;0.0007;0.4;11;0.86;46;24;0.27;0.84;0.89;0.18;0.26;0.7;0.69
40017;28;28;0.32;18;0.43;25;190;0.39;0.078;0.48;;0.05;120;0.43;100;11;0.35;0.006;0.59;0.005;0.0095;0.051;1.1
40018;118;44;0.74;6;0.74;3.5;250;0.27;0.24;0.29;0.0002;0.18;45;0.81;73;24;0.32;0.59;0.82;0.035;0.065;0.91;0.92
40020;54;42;0.74;26;0.45;;240;0.33;0.11;0.38;;0.17;3;0.45;89;17;0.36;0.61;0.83;0.026;0.057;1.5;1.4
40021;32;5.2;0.31;8;0.45;;140;0.25;0.26;0.41;;0.064;130;0.41;76;13;0.35;0.48;0.72;0.0074;0.013;1.1;1
40022;73;40;0.67;6.2;0.58;5.1;200;0.11;0.53;0.24;;0.11;180;0.74;41;23;0.34;0.47;0.72;0.013;0.035;0.85;0.87
40023;59;35;0.77;12;0.45;;190;0.078;0.53;0.34;;0.043;250;0.64;43;21;0.34;0.47;0.65;0.01;0.015;0.89;1
40024;25;57;0.33;9.5;0.46;;200;0.44;0.11;0.38;;0.067;43;0.45;99;8;0.36;0.49;0.81;0.0055;0.017;1.1;1.1
40025;46;2.3;0.55;14;0.49;;160;0.33;0.23;0.36;;0.061;130;0.47;79;14;0.34;0.54;0.72;0.018;0.018;1.1;1.1
40027;19;18;0.1;3.4;0.32;;120;0.39;0.35;0.2;;0.06;74;0.29;38;13;0.22;0.52;0.75;0.011;0.016;1.2;1.1
40029;70;9;0.68;4.4;0.73;;200;0.2;0.33;0.26;;0.21;260;0.79;57;20;0.34;0.72;0.84;0.06;0.089;0.51;0.56
40033;50;16;0.43;3;0.96;1.3;180;0.15;0.39;0.38;;0.075;76;0.78;92;16;0.34;0.48;0.73;0.016;0.034;0.66;0.7
41001;17;3.8;0.22;9.5;0.31;;130;0.17;0.15;0.64;;0.035;150;0.38;68;11;0.34;0.6;0.74;0.014;0.013;0.76;0.7
41002;18;7.2;0.24;6.3;0.49;;170;0.38;0.19;0.34;;0.062;180;0.39;100;8.3;0.34;;0.54;0.0032;0.0058;;0.65
41003;135;3.7;1.4;48;0.26;;210;0.18;0.2;0.51;;0.083;180;0.41;50;27;0.34;0.62;0.79;0.022;0.026;1.1;1.1
41004;396;5.2;3.2;130;0.41;;250;0.27;0.22;0.4;0.0012;0.089;190;0.46;64;40;0.34;0.64;0.81;0.018;0.025;1;1
41005;181;11;2.2;64;0.49;33;200;0.32;0.23;0.33;0.0021;0.093;180;0.49;74;30;0.35;0.69;0.85;0.022;0.03;0.98;0.99
41006;88;11;1.1;60;0.41;36;240;0.25;0.15;0.5;;0.092;220;0.43;72;18;0.35;0.65;0.82;0.023;0.03;0.61;0.64
41009;346;3.9;4.5;71;0.64;;280;0.25;0.33;0.32;0.0076;0.077;120;0.67;73;58;0.34;0.5;0.74;0.0084;0.023;1.2;1.1
41010;109;3.6;1.2;18;0.3;;110;0.17;0.36;0.4;0;0.059;160;0.28;33;19;0.35;0.56;0.69;0.011;0.014;1.1;1.1
41011;154;27;2.4;55;0.68;30;270;0.24;0.34;0.32;0.0093;0.082;130;0.68;75;27;0.35;0.5;0.74;0.012;0.029;1.1;1.1
41012;93;3.1;1.3;41;0.34;31;230;0.21;0.28;0.35;0.0002;0.15;250;0.38;48;23;0.34;0.79;0.87;0.06;0.077;1.1;1.1
41013;14;6.4;0.16;4.9;0.36;;130;0.16;0.25;0.55;;0.033;170;0.4;86;7.6;0.34;;;0.0048;0.0046;;
41014;379;3.7;4.1;160;0.29;81;290;0.31;0.26;0.34;0.0002;0.08;180;0.39;50;48;0.35;0.019;0.82;0.019;0.029;1.1;1.1
41015;58;9.6;0.5;5.1;0.92;2.3;240;0.29;0.42;0.26;;0.017;200;0.91;81;17;0.34;0.48;;0.0087;0.0037;0.81;
41016;19;30;0.18;8.9;0.42;8.9;180;0.15;0.16;0.55;;0.11;180;0.47;79;8.8;0.34;0.45;0.76;0.013;0.027;1.4;1.5
41017;31;1.9;0.33;10;0.4;;140;0.23;0.23;0.46;;0.074;170;0.42;73;11;0.34;0.55;0.72;0.022;0.02;1.2;1.2
41018;67;8.7;0.85;26;0.17;20;280;0.31;0.3;0.33;0;0.028;120;0.36;41;23;0.35;;;0.0009;0.0043;;
41019;139;21;1.8;65;0.32;;290;0.28;0.25;0.34;0.0003;0.13;230;0.47;53;25;0.36;0.8;0.87;0.037;0.051;0.85;0.86
41020;35;9.6;0.48;16;0.28;14;250;0.17;0.33;0.42;;0.059;52;0.35;47;16;0.34;0.46;0.66;0.013;0.013;1.1;1.2
41021;7;6.3;0.092;9.5;0.13;;40;0.21;0.19;0.54;;0.03;250;0.25;27;6.6;0.34;;;0;0;;
41022;52;14;0.6;21;0.35;16;280;0.41;0.23;0.31;0.0009;0.041;150;0.48;79;19;0.35;;0.74;0.0022;0.0087;;1.1
41023;87;21;0.33;7.8;0.83;1.5;250;0.31;0.37;0.27;;0.024;190;0.94;100;21;0.34;0.21;0.6;0.0056;0.0075;0.27;0.57
41024;23;38;0.26;6.8;0.51;;190;0.41;0.2;0.27;0.0027;0.067;200;0.51;94;8.6;0.36;0.63;0.81;0.006;0.011;1.1;1.2
41025;92;13;1.2;44;0.22;;280;0.44;0.21;0.29;0.0005;0.059;120;0.32;56;30;0.35;0.36;0.71;0.0062;0.018;0.82;1
41026;36;29;0.41;8.1;0.52;;200;0.37;0.2;0.36;0.0044;0.058;210;0.44;98;11;0.35;0.42;0.74;0.0055;0.012;0.82;1
41027;37;56;0.53;21;0.6;;250;0.25;0.28;0.31;0.035;0.12;120;0.66;78;11;0.35;0.41;0.71;0.013;0.031;0.55;0.58
41028;24;4.6;0.27;7;0.39;;210;0.16;0.36;0.42;;0.055;330;0.5;47;12;0.34;0.58;0.72;0.013;0.013;0.93;0.82
41029;41;18;0.45;18;0.37;;170;0.24;0.19;0.5;;0.049;180;0.45;56;14;0.34;0.3;0.61;0.0091;0.0091;1.3;1.3
41030;37;35;0.41;21;0.34;;160;0.31;0.26;0.33;0.0009;0.065;120;0.48;72;14;0.36;0.48;0.73;0.012;0.013;0.98;1
41031;1;50;0.013;0.18;0.9;;;;;;;;;;;;;;;;;;
41033;3;52;0.064;0.47;0.89;;240;0.23;0.44;0.26;;0.05;360;0.89;140;3.3;0.34;0.29;0.68;0.005;0.021;0.17;0.19
41034;42;34;0.073;0.88;0.83;;240;0.27;0.44;0.27;;0.0092;200;0.96;98;12;0.34;0.41;;0.0083;0.0026;0.71;
41035;54;25;0.58;21;0.21;;290;0.32;0.27;0.35;0.0006;0.053;180;0.32;61;22;0.36;;0.63;0.0033;0.0083;;0.97
41037;17;11;0.11;3.6;0.63;;210;0.12;0.46;0.37;;0.035;140;0.97;120;7.5;0.34;0.28;0.35;0.0097;0.011;0.12;0.1
42001;111;3.7;0.63;19;0.41;19;240;0.16;0.4;0.3;;0.11;200;0.64;47;24;0.34;0.64;0.85;0.039;0.053;1;1
42003;99;6.1;1.1;26;0.35;27;120;0.56;0.036;0.18;0.17;0.056;120;0.39;38;20;0.33;;0.75;0.0035;0.013;;0.7
42004;1040;10;11;37;0.94;;300;0.15;0.46;0.31;0.0019;0.044;180;0.9;50;72;0.34;0.56;0.75;0.01;0.016;0.84;0.86
42005;54;36;0.38;3.3;0.93;0.98;170;0.058;0.39;0.47;;0.02;130;0.95;43;12;0.34;0.34;0.61;0.0056;0.0085;0.67;0.88
42006;73;29;0.99;7.7;0.93;2.9;260;0.12;0.41;0.41;;0.044;240;0.95;84;25;0.34;;0.57;0.0032;0.0088;;0.85
42007;57;57;1.6;4.7;0.98;2.3;210;0.098;0.56;0.28;0.0004;0.041;250;0.96;50;13;0.34;0.44;0.62;0.0067;0.016;0.51;0.72
42008;75;56;0.67;4.6;0.96;1.4;220;0.13;0.5;0.29;;0.033;290;0.94;54;22;0.34;;0.69;0.0042;0.0086;;0.43
42009;71;54;0.59;4.3;0.96;1;210;0.14;0.51;0.28;;0.04;240;0.95;52;26;0.34;;0.61;0.0021;0.011;;1.1
42010;360;17;5.5;22;0.96;9.2;220;0.1;0.44;0.36;0.0001;0.072;250;0.95;54;51;0.34;0.014;0.77;0.014;0.029;0.57;0.65
42011;57;9.4;0.49;5.7;0.66;8;200;0.13;0.36;0.41;;0.075;220;0.75;52;15;0.33;0.47;0.78;0.015;0.029;0.74;0.74
42012;185;41;1.9;6.6;0.96;3.3;250;0.14;0.42;0.31;0.001;0.071;160;0.93;40;29;0.34;0.62;0.8;0.024;0.036;0.74;0.74
42014;105;7.6;0.95;21;0.46;15;160;0.33;0.25;0.33;0.027;0.056;120;0.48;45;19;0.33;0.33;0.66;0.0089;0.015;0.88;0.95
42015;53;65;0.11;0.75;0.94;;180;0.17;0.54;0.24;;0.043;240;0.94;38;13;0.34;;;0.0014;0.0028;;
42016;237;42;4.3;15;0.97;;220;0.12;0.5;0.32;0.0001;0.038;260;0.95;53;33;0.34;;0.64;0.0038;0.012;;0.87
42017;17;8;0.24;5.5;0.44;8.9;83;0.19;0.042;0.31;;0.46;170;0.24;33;8;0.34;0.73;0.9;0.17;0.24;0.88;0.95
42018;43;8;0.29;9.9;0.43;;160;0.19;0.3;0.27;;0.24;160;0.61;47;16;0.33;0.67;0.89;0.065;0.12;0.52;0.56
42019;16;3.9;0.21;3.1;0.54;;93;0.3;0.046;0.23;;0.42;200;0.37;56;8.2;0.33;0.75;0.9;0.15;0.25;0.61;0.75
42020;19;16;0.29;5.7;0.75;;170;0.24;0.23;0.36;;0.14;210;0.61;48;12;0.34;0.61;0.88;0.033;0.054;0.47;0.56
42023;415;0.7;5.9;27;0.91;;220;0.11;0.41;0.36;0.0001;0.094;240;0.89;52;59;0.34;0.66;0.82;0.027;0.045;0.45;0.54
42024;453;39;5.6;21;0.97;;300;0.13;0.5;0.29;0.0012;0.034;200;0.94;55;43;0.34;;0.68;0.0048;0.0086;;0.97
42025;55;12;0.083;1.9;0.52;;270;0.24;0.4;0.25;0.0008;0.087;200;0.89;89;17;0.34;0.55;0.8;0.021;0.042;0.77;0.78
42026;61;32;0.57;5.1;0.91;;170;0.059;0.42;0.44;;0.024;130;0.95;44;16;0.34;0.44;0.6;0.0053;0.0096;0.98;0.85
42027;122;50;1.1;5.7;0.96;;180;0.1;0.57;0.28;0.0001;0.034;260;0.94;37;24;0.34;;0.66;0.0025;0.0052;;0.8
43001;1650;14;20;110;0.88;;290;0.12;0.38;0.4;0.013;0.039;150;0.87;62;110;0.34;0.55;0.74;0.015;0.016;0.93;0.87
43003;1478;27;16;94;0.9;47;290;0.1;0.39;0.42;0.0039;0.038;140;0.89;64;95;0.34;0.56;0.75;0.015;0.016;0.88;0.84
43004;164;46;0.78;7.8;0.92;2.2;270;0.1;0.4;0.39;;0.045;180;0.95;51;47;0.34;0.53;0.69;0.021;0.024;0.74;0.71
43005;324;67;3.5;25;0.91;10;290;0.091;0.33;0.49;;0.033;180;0.9;51;48;0.34;0.54;0.76;0.015;0.013;0.94;0.79
43006;221;51;2.9;28;0.82;15;280;0.16;0.49;0.3;0.008;0.032;130;0.76;79;35;0.35;0.35;0.61;0.0055;0.0087;0.81;0.93
43007;1073;4.4;14;160;0.65;100;280;0.092;0.46;0.36;0.011;0.046;130;0.66;54;110;0.35;0.62;0.81;0.017;0.02;0.61;0.59
43008;445;56;4;29;0.89;13;280;0.093;0.31;0.51;0.0017;0.027;120;0.94;70;52;0.35;0.57;0.75;0.01;0.01;0.92;1
43009;523;41;6.6;140;0.35;110;270;0.074;0.45;0.43;0.012;0.026;110;0.44;50;46;0.36;0.51;0.72;0.0095;0.01;0.97;1
43010;94;37;1.1;8.1;0.88;4.7;280;0.095;0.54;0.29;0.0036;0.017;170;0.94;65;20;0.35;;;0.0033;0.0046;;
43011;109;42;0.76;4.6;0.85;;260;0.059;0.55;0.31;0.0051;0.028;100;0.94;95;30;0.35;0.3;0.59;0.0061;0.0082;0.83;0.97
43012;112;97;1.1;7.2;0.87;4.6;280;0.13;0.43;0.35;0.0034;0.061;99;0.89;74;25;0.35;0.68;0.82;0.019;0.026;0.51;0.5
43013;12;5.6;0.11;1.9;0.58;;77;0.36;0.32;0.22;0.019;0.07;230;0.66;31;9.4;0.33;0.54;0.76;0.016;0.028;0.68;0.79
43014;86;92;0.82;6;0.89;3.7;290;0.11;0.51;0.31;;0.044;210;0.84;55;18;0.32;0.48;0.74;0.016;0.012;0.91;0.82
43017;85;92;0.69;11;0.7;5.6;290;0.11;0.55;0.3;;0.027;130;0.87;43;24;0.34;0.46;0.69;0.017;0.011;1.1;1
43018;177;19;2;15;0.92;7;280;0.094;0.55;0.29;0.0032;0.017;160;0.91;52;32;0.35;;0.32;0.0039;0.0052;;0.31
43019;29;72;0.55;12;0.68;14;250;0.051;0.43;0.47;0.0095;0.033;160;0.56;52;12;0.35;0.51;0.74;0.011;0.015;1;0.97
43021;1706;2.5;20;150;0.86;;290;0.13;0.37;0.4;0.018;0.041;150;0.86;61;130;0.34;0.56;0.75;0.015;0.017;0.92;0.87
43022;143;6;1.7;36;0.64;;190;0.25;0.24;0.26;0.093;0.14;150;0.64;32;38;0.35;0.58;0.85;0.035;0.068;0.69;0.71
43024;255;80;2.5;20;0.86;;280;0.12;0.3;0.48;0.0028;0.038;110;0.93;76;35;0.35;0.61;0.79;0.013;0.014;0.8;0.89
43025;17;27;0.23;7.7;0.39;;120;0.47;0.06;0.23;0.21;0.024;260;0.34;57;12;0.33;;0.4;0.0016;0.0052;;1.2
43801;70;;;;;2.8;230;0.046;0.087;0.76;;0.0009;130;0.97;71;22;0.35;;;0.0016;0.0008;;
43806;50;;;;;1.9;280;0.043;0.56;0.35;0.0061;0.017;110;0.93;77;13;0.35;;;0.0019;0.0031;;
44001;414;9.2;6.7;26;0.86;21;260;0.094;0.47;0.37;0.013;0.036;95;0.78;80;55;0.37;0.51;0.75;0.01;0.014;0.74;0.74
44002;183;2.1;2.5;13;0.89;8.2;270;0.088;0.51;0.34;0.022;0.019;140;0.86;80;38;0.36;;0.57;0.0033;0.0051;;0.9
44003;49;6.4;0.58;9.9;0.64;12;250;0.13;0.27;0.55;0.0002;0.035;250;0.7;140;12;0.38;0.54;0.72;0.011;0.015;0.31;0.29
44004;206;52;3.2;17;0.83;16;260;0.057;0.48;0.42;0.0021;0.028;130;0.78;100;31;0.38;0.51;0.77;0.0085;0.012;0.4;0.39
44006;12;110;0.19;1.1;0.87;0.88;260;0.07;0.55;0.34;0.01;0.011;170;0.88;130;6.3;0.38;;;0.0018;0.0048;;
44008;20;90;0.11;1.3;0.88;0.45;240;0.058;0.51;0.4;0.0007;0.016;120;0.81;94;10;0.38;;;0.0022;0.0042;;
44009;7;18;0.34;2.4;0.94;1.8;190;0.038;0.53;0.37;;0.048;190;0.78;120;6.3;0.38;0.27;0.64;0.0075;0.023;0.31;0.3
44011;49;9;0.68;20;0.64;17;250;0.13;0.27;0.55;0.0002;0.035;250;0.7;140;12;0.38;0.54;0.72;0.011;0.015;0.31;0.29
44013;35;;;;;0.9;260;0.04;0.54;0.4;;0.0093;140;0.89;110;11;0.38;;;0.003;0.0045;;
44014;112;;;;;4.9;260;0.053;0.56;0.35;0.0017;0.012;140;0.88;88;25;0.38;;0.53;0.0033;0.0051;;0.76
44015;12;;;;;1.6;250;0.052;0.52;0.44;;0.0085;160;0.6;81;7.5;0.38;;;0.0003;0.0014;;
45001;601;26;16;290;0.5;180;520;0.15;0.13;0.67;0.028;0.024;160;0.53;140;77;0.46;;0.75;0.0025;0.0061;;0.51
45002;422;75;13;210;0.51;140;520;0.16;0.08;0.7;0.039;0.011;170;0.49;140;56;0.48;;;0.0004;0.0017;;
45003;226;44;3.8;84;0.54;71;290;0.1;0.29;0.54;0.0031;0.065;230;0.58;70;31;0.4;;0.7;0.0038;0.014;;0.65
45004;289;7.3;5.3;180;0.49;110;590;0.093;0.31;0.56;0.0006;0.034;120;0.5;90;40;0.39;;0.72;0.0045;0.011;;0.9
45005;203;15;3.2;86;0.53;70;300;0.13;0.36;0.43;0.0093;0.071;200;0.55;85;41;0.4;0.78;0.75;0.0079;0.024;0.82;0.71
45006;20;190;0.69;12;0.56;;520;0.13;0.052;0.73;0.079;0.0094;180;0.51;150;11;0.54;;;0.0005;0.0008;;
45007;1191;5.2;25;350;0.5;270;520;0.13;0.24;0.57;0.015;0.045;160;0.56;110;93;0.44;0.55;0.78;0.0052;0.012;0.25;0.53
45008;104;55;2.1;51;0.49;64;300;0.12;0.38;0.44;0.0021;0.053;180;0.49;93;27;0.4;0.82;0.82;0.0092;0.019;0.57;0.61
